frame,x,y,z
3.889000000000000000e+03,6.044742834658557717e-02,4.106579660762844919e-02,3.945054467731452796e-02
3.905000000000000000e+03,7.040839279323761468e-02,4.398725701855728948e-02,7.184304122192543274e-02
3.921000000000000000e+03,6.367989074826989337e-02,4.478296959237789560e-02,9.209453003490179757e-02
3.937000000000000000e+03,1.001275735701719211e-01,5.072277506917323431e-02,8.507108582365560667e-02
3.953000000000000000e+03,8.766002593682836741e-02,3.978685327224296131e-02,6.345891926335489597e-02
3.969000000000000000e+03,6.263238023909181718e-02,5.124451886964719732e-02,6.852988369211020225e-02
3.985000000000000000e+03,7.868846503796581016e-02,5.495915656904502150e-02,7.149822110089318339e-02
4.001000000000000000e+03,8.556060587102043424e-02,6.090085427928689649e-02,9.190721878972461789e-02
4.017000000000000000e+03,7.875780679604470202e-02,5.910327280927030191e-02,6.280486525576338408e-02
4.033000000000000000e+03,6.491799624142052805e-02,5.484558001086898421e-02,2.389344415732830296e-02
4.049000000000000000e+03,2.280279746153806783e-02,4.020889720607814105e-02,3.046063334439125247e-02
4.065000000000000000e+03,-1.964757442353775273e-03,3.868697907991244800e-02,3.832959336812517132e-02
4.081000000000000000e+03,4.584499828198961360e-03,3.847588373312833127e-02,4.734616009162152112e-02
4.097000000000000000e+03,2.032656800930435215e-02,4.266321838183808474e-02,3.968053269679168438e-02
4.113000000000000000e+03,-1.163396719375815426e-04,2.449243218103025477e-02,7.757396205588493882e-03
4.129000000000000000e+03,2.497070620832737148e-02,2.785109769825373088e-02,3.037951808999353465e-02
4.145000000000000000e+03,2.642161247779549471e-02,2.380714960723828016e-02,2.926815003336017892e-02
4.161000000000000000e+03,3.394097663455948599e-02,2.052485172540095479e-02,2.888700236651075767e-02
4.177000000000000000e+03,5.119065079832658266e-02,2.455231236526437752e-02,4.924263869442645214e-02
4.193000000000000000e+03,7.549499116242346097e-02,2.081334933818684493e-02,3.837166702639203258e-02
4.209000000000000000e+03,-4.288114334989227144e-02,3.869737269154795503e-03,-1.216070799627701595e-03
4.225000000000000000e+03,2.132748435337853202e-02,3.751126833469219796e-02,3.082804075672599189e-02
4.241000000000000000e+03,2.177615051631030113e-02,3.858775240051189048e-02,3.054829361691578302e-02
4.257000000000000000e+03,-5.932116997381666271e-03,-1.229403606791279989e-03,-1.013540088149121887e-01
4.273000000000000000e+03,-1.433436866720322611e-01,-3.763294071903670879e-02,-6.844119490045155740e-02
4.289000000000000000e+03,-1.015839833878055543e-01,-3.338472997476794879e-02,-4.285916735815722967e-02
4.305000000000000000e+03,-1.133505392810506274e-01,-5.979587439180020225e-02,-2.846905663559149216e-02
4.321000000000000000e+03,-1.238442412946180460e-01,-6.353372509007958191e-02,-3.511447361284505270e-02
4.337000000000000000e+03,-1.123617772206851884e-01,-4.557921799074167446e-02,-2.130041849154951789e-02
4.353000000000000000e+03,-1.282674230646503599e-01,-6.063555326736887185e-02,-4.968704546613531697e-02
4.369000000000000000e+03,-1.292451088816100602e-01,-6.193963370858402567e-02,-4.708667618844072922e-02
4.385000000000000000e+03,-1.285631127402907248e-01,-5.965942053872348716e-02,-4.698827914775759867e-02
4.401000000000000000e+03,-1.243902943884416384e-01,-5.478588033535062435e-02,-4.227226369756931224e-02
4.417000000000000000e+03,-1.060073252613168426e-01,-4.978314406827156341e-02,-4.355626885593039815e-02
4.433000000000000000e+03,-3.994153586201773520e-02,-1.413169275908341717e-02,-3.230738423029824724e-02
4.449000000000000000e+03,-6.431996034847477922e-03,2.146274104995497638e-03,2.008084330206734176e-03
4.465000000000000000e+03,1.003375521111000007e-01,3.503682928838378757e-02,4.593991410622782351e-02
4.481000000000000000e+03,1.362182911982920963e-01,2.959427148806000052e-02,1.273373625442462444e-02
